지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa)
108,서울,2019-12-01,4.6,2.3,2354,6.2,1212,22,,,,,3.3,7.2,320,2048,4.1,320,2051,1.6,1366,50,1.3,51,1,79.4,6.8
108,서울,2019-12-02,-.1,-3.2,2355,2.8,1404,,,,,,,10.9,340,1311,6.2,320,1424,3.1,2694,290,-10.4,25,1158,48,2.9
108,서울,2019-12-03,.5,-5,520,4.2,1501,6.42,,,,,.6,5.7,180,1945,3.6,200,1915,1.6,1367,20,-6.2,41,22,61.3,4.1
108,서울,2019-12-04,2,-2,757,7.2,1403,.92,,,,,0,8.3,320,2153,4.4,340,2159,1.8,1574,290,-10.2,21,1113,41.6,2.9
108,서울,2019-12-05,-4.4,-8.5,2335,-.2,3,,,,,,,10.5,290,1324,6,320,1330,3.2,2777,320,-18.9,17,1008,31.9,1.4
108,서울,2019-12-06,-5.9,-10.6,753,-1,1524,,,,,,,6,340,24,3.8,340,25,1.7,1457,290,-19.4,19,1203,34.5,1.4
108,서울,2019-12-07,-2.4,-5.5,154,1.2,1603,3.75,,,,,.1,5.7,50,957,3.1,50,1000,1.7,1441,50,-8.2,48,9,65,3.4
108,서울,2019-12-08,-.9,-5.5,743,4.9,1445,,,,,,,5.6,320,1503,3.2,70,1007,1.4,1225,70,-7,30,1347,65.1,3.6
108,서울,2019-12-09,3.2,-1.3,301,8,2311,.33,,,,,0,7,160,2304,3.9,70,230,2.5,2168,70,-4.6,48,1439,56.8,4.5
108,서울,2019-12-10,8.1,6,825,10.8,1532,2.08,,,,,1.7,5.8,180,32,3.5,290,236,1.2,1034,50,5.1,65,1,82.3,8.8
108,서울,2019-12-11,6.3,.1,2357,9.8,647,1.25,,,,,.2,11.8,270,1702,7.2,270,1250,3.4,2931,270,-.8,36,1243,62,6.3
108,서울,2019-12-12,-.7,-3.5,813,3.4,1458,,,,,,,8.7,320,353,4.2,290,309,1.8,1584,290,-11.4,23,1515,45.4,2.6
108,서울,2019-12-13,2.1,-3.7,629,5.9,2209,2.17,,,,,1,7.3,250,2340,4.3,200,1631,2,1738,50,-6.6,35,1219,53.6,3.9
108,서울,2019-12-14,2.7,-.1,812,6.4,1424,1.17,,,,,0,9.3,290,508,5.3,290,511,2.3,1977,290,-5.1,36,1526,58.3,4.3
108,서울,2019-12-15,5.3,.4,225,11,1453,,,,,,,6.8,70,413,3.6,70,420,2,1728,90,-3.9,36,1417,52.5,4.6
108,서울,2019-12-16,7.8,2.1,517,12.9,1531,,,,,,,5.5,90,1248,3.2,70,1251,1.9,1646,70,0,41,1410,58.9,6.2
108,서울,2019-12-17,7.7,3.2,2356,10.2,1,6.75,,,,,9.8,8.5,340,2305,4.5,320,2312,2.3,1988,290,4.5,57,1,81.4,8.6
108,서울,2019-12-18,.8,-1.7,815,5.2,1339,,,,,,,8,320,20,4.2,290,506,2.5,2169,270,-5.2,46,1442,64.6,4.2
108,서울,2019-12-19,-.8,-4.5,740,3.1,1506,1.42,,,,,0,7.3,320,1013,4.8,320,1018,2.4,2102,290,-10.8,29,1357,47.8,2.7
108,서울,2019-12-20,-1.1,-3.5,2352,2,1422,.83,,,,,0,7.3,320,1233,3.9,320,1357,2.3,2013,340,-12.2,19,1447,45.3,2.5
108,서울,2019-12-21,-1.2,-5.1,603,1.5,1344,3.25,,,,,.6,5.2,50,2207,2.9,70,840,1.7,1480,50,-6.6,42,1105,68.1,4
108,서울,2019-12-22,4.1,.3,703,8.4,1513,1.08,,,,,.3,5.9,90,818,3.5,70,1034,1.7,1482,70,-2.4,47,1525,63.4,5.1
108,서울,2019-12-23,3.4,.3,2351,5.2,1,3.58,,,,,2.9,7.9,180,50,4.2,290,1300,2,1754,320,.3,57,1628,80.4,6.3
108,서울,2019-12-24,.8,-2.9,658,6.5,1451,,,,,,,4.7,90,428,3.1,70,430,1.4,1197,50,-4.8,43,1509,67.9,4.3
108,서울,2019-12-25,2,-2.7,539,6.6,1453,,,,,,,5.3,270,1557,3.2,270,1600,1,885,50,-5.2,34,1330,60.8,4.2
108,서울,2019-12-26,2,-2.4,2354,4.1,1439,5.08,,,,,.3,9,290,2045,5.2,290,2023,2.4,2116,290,-5.4,42,1440,59,4.2
108,서울,2019-12-27,-1.7,-4.6,724,2.6,1442,,,,,,,7.7,290,1651,4.3,290,1055,2.1,1792,340,-12.4,23,1441,45.4,2.4
108,서울,2019-12-28,1.1,-3.6,336,6.1,1347,,,,,,,5.8,70,1042,3.7,70,726,2,1710,70,-9,34,1343,47.6,3.1
108,서울,2019-12-29,3.8,1.1,43,6.2,1525,6.75,,,,,1.4,6.6,110,638,4.4,70,645,2.9,2500,70,-5.4,37,1408,52.5,4.2
108,서울,2019-12-30,2.7,-5.7,2359,6.8,1131,5.08,,,,,.4,13.1,320,2357,7.4,320,2358,2.9,2465,320,-2.3,43,2118,70.3,5.5
108,서울,2019-12-31,-7.9,-10.9,734,-4.5,1526,1.58,,,,,0,10.8,340,3,7.5,340,2,3.1,2686,290,-19.5,26,1556,39.3,1.3
